@relation dataset

@attribute ID numeric
@attribute Timestamp numeric
@attribute 'Training round' numeric
@attribute CustomChuck_0 numeric
@attribute CustomChuck_1 numeric
@attribute CustomChuck_2 numeric
@attribute CustomChuck_3 numeric
@attribute CustomChuck_4 numeric
@attribute noise {0,1}
@attribute dur numeric
@attribute speed numeric
@attribute pos numeric

@data
59,171357766,2,0,0.105882,3.141593,-0.34902,-0.85098,0,0,0,1
60,171357818,2,0,0.105882,3.141593,-0.34902,-0.85098,0,0,0,1
61,171402648,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
62,171402700,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
63,171402746,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
64,171402798,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
65,171402850,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
66,171402897,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
67,171402949,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
68,171402996,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
69,171403048,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
70,171403100,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
71,171403147,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
72,171403199,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
73,171403245,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
74,171403298,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
75,171403350,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
76,171403396,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
77,171403448,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
78,171403500,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
79,171403547,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
80,171403599,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
81,171403646,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
82,171403698,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
83,171403750,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
84,171403797,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
85,171403849,3,0,0.105882,3.141593,-0.34902,0.403922,0,0,0,0
86,171409497,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
87,171409549,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
88,171409596,4,1,0.105882,3.141593,-0.34902,0.403922,1,0,0,0
89,171409648,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
90,171409700,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
91,171409747,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
92,171409799,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
93,171409846,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
94,171409897,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
95,171409950,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
96,171409996,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
97,171410048,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
98,171410095,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
99,171410147,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
100,171410199,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
101,171410246,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
102,171410298,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
103,171410350,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
104,171410397,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
105,171410449,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
106,171410496,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
107,171410548,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
108,171410600,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
109,171410646,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
110,171410699,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
111,171410745,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
112,171410797,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
113,171410850,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
114,171410896,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
115,171410948,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
116,171411000,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
117,171411047,4,1,0.098039,3.141593,-0.34902,0.403922,1,0,0,0
118,171422778,5,0,0.105882,3.141593,-0.34902,-0.85098,1,0,0,1
119,171422831,5,1,0.105882,3.141593,-0.34902,-0.85098,1,0,0,1
120,171422877,5,1,0.105882,3.141593,-0.34902,-0.85098,1,0,0,1
121,171422929,5,1,0.105882,3.141593,-0.34902,-0.85098,1,0,0,1
122,171422981,5,1,0.105882,3.141593,-0.34902,-0.85098,1,0,0,1
123,171423028,5,1,0.105882,3.141593,-0.34902,-0.85098,1,0,0,1
124,171423080,5,1,0.105882,3.141593,-0.34902,-0.85098,1,0,0,1
125,171423127,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
126,171423179,5,1,0.105882,3.141593,-0.34902,-0.85098,1,0,0,1
127,171423231,5,1,0.105882,3.141593,-0.34902,-0.85098,1,0,0,1
128,171423278,5,1,0.105882,3.141593,-0.34902,-0.85098,1,0,0,1
129,171423330,5,1,0.105882,3.141593,-0.34902,-0.85098,1,0,0,1
130,171423376,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
131,171423428,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
132,171423481,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
133,171423527,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
134,171423579,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
135,171423632,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
136,171423678,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
137,171423730,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
138,171423777,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
139,171423829,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
140,171423881,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
141,171423928,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
142,171423980,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
143,171424026,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
144,171424078,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
145,171424131,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
146,171424177,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
147,171424230,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
148,171424282,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
149,171424328,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
150,171424380,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
151,171424427,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
152,171424479,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
153,171424531,5,1,0.098039,3.141593,-0.34902,-0.85098,1,0,0,1
154,171443333,6,0,0.360486,-1.034108,0.129412,-0.176471,0,0.704033,0.498494,0.5
155,171443385,6,0,0.360486,-1.034108,0.129412,-0.176471,0,0.704033,0.498494,0.5
156,171443432,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
157,171443484,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
158,171443536,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
159,171443583,6,0,0.360486,-1.034108,0.129412,-0.176471,0,0.704033,0.498494,0.5
160,171443635,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
161,171443682,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
162,171443733,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
163,171443786,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
164,171443832,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
165,171443884,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
166,171443931,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
167,171443983,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
168,171444035,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
169,171444082,6,0,0.360486,-1.034108,0.129412,-0.176471,0,0.704033,0.498494,0.5
170,171444134,6,0,0.360486,-1.034108,0.129412,-0.176471,0,0.704033,0.498494,0.5
171,171444186,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
172,171444233,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
173,171444285,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
174,171444332,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
175,171444384,6,0,0.360486,-1.034108,0.129412,-0.176471,0,0.704033,0.498494,0.5
176,171444436,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
177,171444482,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
178,171444534,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
179,171444581,6,0,0.360486,-1.034108,0.129412,-0.176471,0,0.704033,0.498494,0.5
180,171444633,6,0,0.360486,-1.034108,0.121569,-0.176471,0,0.704033,0.498494,0.5
181,171444685,6,0,0.360486,-1.034108,0.129412,-0.176471,0,0.704033,0.498494,0.5
182,171457009,7,1,0.725755,-1.314023,0.176471,-0.184314,1,0.96289,0.627679,0.5
183,171457061,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
184,171457108,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
185,171457160,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
186,171457212,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
187,171457259,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
188,171457311,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
189,171457357,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
190,171457410,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
191,171457462,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
192,171457508,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
193,171457561,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
194,171457607,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
195,171457659,7,1,0.725755,-1.314023,0.176471,-0.184314,1,0.96289,0.627679,0.5
196,171457711,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
197,171457758,7,1,0.725755,-1.314023,0.176471,-0.184314,1,0.96289,0.627679,0.5
198,171457810,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
199,171457862,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
200,171457909,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
201,171457961,7,1,0.725755,-1.314023,0.176471,-0.184314,1,0.96289,0.627679,0.5
202,171458008,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
203,171458060,7,1,0.725755,-1.314023,0.176471,-0.184314,1,0.96289,0.627679,0.5
204,171458112,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
205,171458159,7,1,0.725755,-1.314023,0.176471,-0.184314,1,0.96289,0.627679,0.5
206,171458210,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
207,171458257,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
208,171458309,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
209,171458361,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
210,171458408,7,1,0.725755,-1.314023,0.176471,-0.176471,1,0.96289,0.627679,0.5
211,171458460,7,1,0.725755,-1.314023,0.176471,-0.184314,1,0.96289,0.627679,0.5
212,171514487,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
213,171514539,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
214,171514586,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
215,171514638,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
216,171514690,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
217,171514737,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
218,171514789,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
219,171514836,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
220,171514888,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
221,171514940,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
222,171514986,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
223,171515039,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
224,171515085,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
225,171515137,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
226,171515189,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
227,171515236,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
228,171515288,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
229,171515340,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
230,171515387,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
231,171515439,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
232,171515486,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
233,171515538,8,0,0.167208,2.455863,-0.85098,-0.176471,0,0.31249,0.488783,0.5
234,171515590,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
235,171515637,8,0,0.167208,2.455863,-0.85098,-0.184314,0,0.31249,0.488783,0.5
236,171515689,8,0,0.167208,2.455863,-0.85098,-0.176471,0,0.31249,0.488783,0.5
237,171515736,8,0,0.172281,2.420621,-0.85098,-0.176471,0,0.31249,0.488783,0.5
238,171515787,8,0,0.172281,2.420621,-0.85098,-0.184314,0,0.31249,0.488783,0.5
239,171515840,8,0,0.172281,2.420621,-0.85098,-0.184314,0,0.31249,0.488783,0.5
240,171515886,8,0,0.172281,2.420621,-0.85098,-0.184314,0,0.31249,0.488783,0.5
241,171515939,8,0,0.172281,2.420621,-0.85098,-0.176471,0,0.31249,0.488783,0.5
242,171515990,8,0,0.172281,2.420621,-0.85098,-0.176471,0,0.31249,0.488783,0.5
243,171516037,8,0,0.172281,2.420621,-0.85098,-0.184314,0,0.31249,0.488783,0.5
244,171516089,8,0,0.172281,2.420621,-0.85098,-0.176471,0,0.31249,0.488783,0.5
245,171516136,8,0,0.172281,2.420621,-0.85098,-0.184314,0,0.31249,0.488783,0.5
246,171516188,8,0,0.172281,2.420621,-0.85098,-0.184314,0,0.31249,0.488783,0.5
247,171516240,8,0,0.172281,2.420621,-0.85098,-0.184314,0,0.31249,0.488783,0.5
248,171516287,8,0,0.172281,2.420621,-0.85098,-0.184314,0,0.31249,0.488783,0.5
249,171516339,8,0,0.172281,2.420621,-0.85098,-0.184314,0,0.31249,0.488783,0.5
250,171516385,8,0,0.172281,2.420621,-0.85098,-0.184314,0,0.31249,0.488783,0.5
251,171516438,8,0,0.172281,2.420621,-0.85098,-0.184314,0,0.31249,0.488783,0.5
252,171548910,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
253,171548962,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
254,171549008,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
255,171549060,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
256,171549113,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
257,171549159,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
258,171549211,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
259,171549258,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
260,171549310,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
261,171549362,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
262,171549409,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
263,171549461,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
264,171549508,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
265,171549560,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
266,171549612,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
267,171549658,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
268,171549711,9,0,0.473877,2.96692,-0.85098,-0.184314,?,0.671597,0.457845,?
269,171549763,9,0,0.467605,2.947487,-0.85098,-0.184314,?,0.671597,0.457845,?
270,171549809,9,0,0.467605,2.947487,-0.85098,-0.184314,?,0.671597,0.457845,?
271,171549861,9,0,0.467605,2.947487,-0.85098,-0.184314,?,0.671597,0.457845,?
272,171605239,10,0,0.736357,-2.151413,0.098039,-0.184314,?,0.093916,0.325851,?
273,171605291,10,0,0.729812,-2.157309,0.105882,-0.184314,?,0.093916,0.325851,?
274,171605337,10,0,0.736357,-2.151413,0.105882,-0.184314,?,0.093916,0.325851,?
275,171605389,10,0,0.736357,-2.151413,0.113725,-0.184314,?,0.093916,0.325851,?
276,171605441,10,0,0.736357,-2.151413,0.113725,-0.176471,?,0.093916,0.325851,?
277,171605488,10,0,0.729812,-2.157309,0.113725,-0.176471,?,0.093916,0.325851,?
278,171605540,10,0,0.729812,-2.157309,0.113725,-0.184314,?,0.093916,0.325851,?
279,171605587,10,0,0.736357,-2.151413,0.113725,-0.176471,?,0.093916,0.325851,?
280,171605639,10,0,0.729812,-2.157309,0.113725,-0.176471,?,0.093916,0.325851,?
281,171605691,10,0,0.729812,-2.157309,0.113725,-0.176471,?,0.093916,0.325851,?
282,171605738,10,0,0.729812,-2.157309,0.113725,-0.176471,?,0.093916,0.325851,?
283,171605790,10,0,0.729812,-2.157309,0.113725,-0.176471,?,0.093916,0.325851,?
284,171605837,10,0,0.729812,-2.157309,0.113725,-0.176471,?,0.093916,0.325851,?
285,171605889,10,0,0.729812,-2.157309,0.113725,-0.184314,?,0.093916,0.325851,?
286,171605941,10,0,0.736357,-2.151413,0.113725,-0.176471,?,0.093916,0.325851,?
287,171605987,10,0,0.736357,-2.151413,0.113725,-0.184314,?,0.093916,0.325851,?
288,171606039,10,0,0.729812,-2.157309,0.113725,-0.176471,?,0.093916,0.325851,?
289,171606092,10,0,0.729812,-2.157309,0.113725,-0.184314,?,0.093916,0.325851,?
290,171606138,10,0,0.736357,-2.151413,0.113725,-0.176471,?,0.093916,0.325851,?
291,171606190,10,0,0.729812,-2.157309,0.113725,-0.184314,?,0.093916,0.325851,?
292,171606237,10,0,0.729812,-2.157309,0.113725,-0.176471,?,0.093916,0.325851,?
293,171606289,10,0,0.736357,-2.151413,0.113725,-0.176471,?,0.093916,0.325851,?
294,171606341,10,0,0.736357,-2.151413,0.113725,-0.184314,?,0.093916,0.325851,?
295,171606388,10,0,0.729812,-2.157309,0.113725,-0.176471,?,0.093916,0.325851,?
296,171606440,10,0,0.729812,-2.157309,0.113725,-0.184314,?,0.093916,0.325851,?
297,171606487,10,0,0.736357,-2.151413,0.113725,-0.184314,?,0.093916,0.325851,?
298,171606539,10,0,0.729812,-2.157309,0.113725,-0.176471,?,0.093916,0.325851,?
299,171614242,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
300,171614294,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
301,171614340,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
302,171614393,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
303,171614445,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
304,171614491,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
305,171614543,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
306,171614590,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
307,171614642,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
308,171614694,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
309,171614741,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
310,171614793,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
311,171614840,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
312,171614892,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
313,171614944,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
314,171614991,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
315,171615043,11,0,0.300147,-0.50456,-0.427451,-0.176471,?,0.783402,0.95035,?
316,171615095,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
317,171615142,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
318,171615193,11,0,0.300147,-0.50456,-0.427451,-0.176471,?,0.783402,0.95035,?
319,171615240,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
320,171615292,11,0,0.304016,-0.527146,-0.427451,-0.176471,?,0.783402,0.95035,?
321,171619251,12,0,0.624133,-2.748251,0.192157,-0.176471,?,0.681781,0.643496,?
322,171619303,12,0,0.624133,-2.748251,0.192157,-0.176471,?,0.681781,0.643496,?
323,171619350,12,0,0.624133,-2.748251,0.192157,-0.176471,?,0.681781,0.643496,?
324,171619402,12,0,0.624133,-2.748251,0.192157,-0.184314,?,0.681781,0.643496,?
325,171619454,12,0,0.624133,-2.748251,0.192157,-0.176471,?,0.681781,0.643496,?
326,171619501,12,0,0.624133,-2.748251,0.192157,-0.176471,?,0.681781,0.643496,?
327,171619553,12,0,0.624133,-2.748251,0.192157,-0.176471,?,0.681781,0.643496,?
328,171619599,12,0,0.616897,-2.743379,0.192157,-0.176471,?,0.681781,0.643496,?
329,171619652,12,0,0.616897,-2.743379,0.192157,-0.176471,?,0.681781,0.643496,?
330,171619704,12,0,0.609675,-2.73839,0.192157,-0.176471,?,0.681781,0.643496,?
331,171619750,12,0,0.609675,-2.73839,0.192157,-0.176471,?,0.681781,0.643496,?
332,171619803,12,0,0.609675,-2.73839,0.192157,-0.176471,?,0.681781,0.643496,?
333,171619849,12,0,0.609675,-2.73839,0.192157,-0.176471,?,0.681781,0.643496,?
334,171619901,12,0,0.609675,-2.73839,0.192157,-0.176471,?,0.681781,0.643496,?
335,171619953,12,0,0.609675,-2.73839,0.192157,-0.184314,?,0.681781,0.643496,?
336,171620000,12,0,0.609675,-2.73839,0.192157,-0.176471,?,0.681781,0.643496,?
337,171620052,12,0,0.609675,-2.73839,0.192157,-0.176471,?,0.681781,0.643496,?
338,171620104,12,0,0.609675,-2.73839,0.192157,-0.176471,?,0.681781,0.643496,?
